code	binomial	pubmed_count
thel	Infirmifilum lucidum	3
them	Thermococcus aciditolerans	3
thf	Infirmifilum uzonense	3
thg	Thermogladius calderae	2
thh	Thermococcus sp. 5-4	0
thm	Thermococcus cleftensis	1
ths	Thermococcus paralvinellae	8
thv	Thermococcus sp. 2319x1	0
thy	Thermococcus sp. P6	0
tic	Thermococcus indicus	1
tmik	Tardisphaera miroshnichenkoae	0
tne	Pyrobaculum neutrophilum	2
tnu	Thermococcus nautili	8
tpaf	Thermococcus pacificus	7
tpep	Thermococcus peptonophilus	6
tpie	Thermococcus piezophilus	5
trl	Thermococcus radiotolerans	3
tsl	Thermococcus siculi	4
tuz	Thermoproteus uzoniensis	10
vdi	Vulcanisaeta distributa	8
vmo	Vulcanisaeta moutnovskia	7
vso	Vulcanisaeta souniana	4
war	Candidatus Woesearchaeota archaeon	1
sjj	Streptococcus pneumoniae	30367
aaa	Paracidovorax avenae	4
aab	Amycolatopsis albispora	2
aacd	Amycolatopsis acidiphila	3
aacr	Arboribacterium acericorticis	1
aact	Aggregatibacter actinomycetemcomitans	2381
aacx	Acididesulfobacillus acetoxydans	4
aad	Alicyclobacillus acidocaldarius	169
aade	Candidatus Annandia adelgestsuga	0
aaeg	Achromobacter aegrifaciens	11
aaeo	Acidihalobacter aeolianus	4
aagg	Anatilimnocola aggregata	2
aah	Aggregatibacter actinomycetemcomitans	2381
aaj	Aeromonas hydrophila	5702
aal	Alteromonas australica	8
aala	Aureimonas sp. OT7	0
aalc	Aliiphycobium algicola	1
aale	Alteromonas algae	1
aalg	Arenibacter algicola	5
aalk	Abyssibius alkaniclasticus	1
aaln	Advenella alkanexedens	3
aalu	Algihabitans albus	3
aamm	Alcaligenes ammonioxydans	10
aamy	Anoxybacteroides amylolyticum	0
aan	Aggregatibacter actinomycetemcomitans	2381
aana	Halarcobacter anaerophilus	1
aanh	Aquirufa antheringensis	1
aanr	Arenibacter antarcticus	2
aant	Comamonas antarctica	1
aao	Aggregatibacter actinomycetemcomitans	2381
aapc	Arsenophonus apicola	3
aapi	Apilactobacillus apisilvae	1
aapn	Apilactobacillus apinorum	8
aaq	Arthrobacter alpinus	5
aaqa	Ampullimonas aquatilis	2
aaqd	Anatilimnocola aquadivae	1
aaqi	Arcobacter aquimarinus	1
aaqw	Actomonas aquatica	2
aar	Acetohalobium arabaticum	5
aarc	Agromyces archimandritae	1
aare	Azospirillum argentinense	11
aarg	Amedibacterium intestinale	2
aars	Agrobacterium arsenijevicii	1
aart	Actinobacillus arthritidis	2
aas	Candidatus Amoebophilus asiaticus	10
aasc	Acetobacter ascendens	4
aasz	Acinetobacter sp. AS23	1
aat	Aggregatibacter actinomycetemcomitans	2381
aau	Paenarthrobacter aurescens	7
aaur	Actinokineospora auranticolor	4
aaus	Alteromonas australica	8
aaut	Aceticella autotrophica	1
aav	Paracidovorax citrulli	11
aaw	Alteromonas stellipolaris	12
aaxa	Haploplasma axanthum	0
aay	Croceibacterium atlanticum	1
aayd	Anoxybacillus ayderensis	9
aaz	Aggregatibacter aphrophilus	104
aba	Candidatus Koribacter versatilis	4
abab	Acinetobacter baumannii	17168
abac	Luteitalea pratensis	3
abad	Acinetobacter baumannii	17168
abae	Suicoccus acidiformans	2
abai	Actinobacteria bacterium	6
abaj	Acinetobacter baumannii	17168
abal	Acinetobacter baumannii	17168
abam	Candidatus Nanopelagicus limnae	0
aban	Acinetobacter baumannii	17168
abao	Anaerolineaceae bacterium	7
abar	Amycolatopsis bartoniae	5
abas	Acidisarcina polymorpha	3
abat	Candidatus Brevifilum fermentans	0
abau	Acinetobacter baumannii	17168
abaw	Georhizobium profundi	2
abaz	Acinetobacter baumannii	17168
abb	Acinetobacter baumannii	17168
abc	Acinetobacter baumannii	17168
abd	Acinetobacter baumannii	17168
abez	Aquimarina besae	1
abf	Azospirillum brasilense	1023
abh	Acinetobacter baumannii	17168
abiw	Akkermansia biwaensis	6
abj	Acinetobacter baumannii	17168
abk	Acinetobacter baumannii	17168
abm	Acinetobacter baumannii	17168
abn	Acinetobacter baumannii	17168
abom	Apilactobacillus bombintestini	1
abou	Acinetobacter bouvetii	12
abq	Azospirillum brasilense	1023
abr	Acinetobacter baumannii	17168
abra	Acholeplasma brassicae	2
abre	Aromatoleum bremense	2
abry	Actinacidiphila bryophytorum	2
absi	Amedibacterium intestinale	2
abt	Aliarcobacter butzleri	31
abu	Aliarcobacter butzleri	31
abut	Aminipila butyrica	7
abw	Acinetobacter baumannii	17168
abx	Acinetobacter baumannii	17168
aby	Acinetobacter baumannii	17168
abz	Acinetobacter baumannii	17168
acaa	Malaciobacter canalis	0
acab	Amycolatopsis carbonis	2
acad	Actinoalloteichus fjordicus	2
acae	Alkalicella caledoniensis	3
acaf	Alienimonas californiensis	2
acag	Acetobacterium carbinolicum	4
acai	Thermaerobacillus caldiproteolyticus	0
acam	Acaryochloris sp. Moss Beach	0
acao	Arthrobacter caoxuetaonis	1
acap	Actinomyces capricornis	1
acaq	Acinetobacter sp. ASP199	0
acas	Arcanobacterium canis	5
acau	Actinoalloteichus caeruleus	3
acaz	Acinetobacter sp. A1-4-2	0
acb	Acinetobacter baumannii	17168
accx	Acinetobacter sp. C32I	0
accz	Acinetobacter sp. C26M	0
acek	Acetobacter vaccinii	1
acel	Anaerocolumna cellulosilytica	3
aces	Acinetobacter sp. ESL0695	0
acet	Acetobacter sp. JWB	0
ach	Pseudarthrobacter chlorophenolicus	2
acha	Achromobacter sp. ES-001	0
achb	Achromobacter sp. B7	0
achh	Achromobacter sp. HNDS-1	0
achi	Acinetobacter chinensis	2
achj	Achromobacter sp. JD417	0
achm	Achromobacter sp. E1	0
achn	Actinomyces sp. HMT 175	0
acho	Achromobacter sp. 77	0
achp	Aciduricibacillus chroicocephali	1
achr	Achromobacter sp. AONIH1	0
acht	Anaerocolumna chitinilytica	1
achu	Acinetobacter chenhuanii	0
achy	Acidaminobacterium chupaoyuni	1
acib	Aliarcobacter cibarius	1
acic	Acinetobacter sp. Ac-14	0
acid	Acidovorax carolinensis	1
acie	Acinetobacter sp. BHS4	0
acif	Acinetobacter sp. LUNF3	0
acig	Acinetobacter sp. LoGeW2-3	0
acii	Acidiferrobacter sp. SPIII_3	0
acij	Acidipropionibacterium virtanenii	2
acik	Acinetobacter sp. Z1	0
acil	Candidatus Azoamicus ciliaticola	2
acim	Acidocella sp. MX-AZ03	0
acin	Acidovorax carolinensis	1
acio	Acidovorax sp. 1608163	0
acip	Acidovorax carolinensis	1
aciq	Acidovorax sp. DW039	0
acir	Actinomadura citrea	3
acis	Acidovorax carolinensis	1
aciu	Acinetobacter sp. NCu2D-2	0
aciv	Acidovorax sp. JMULE5	0
acix	Acidovorax sp. FHTAMBA	0
aciy	Acidithiobacillus sp. YTS05	0
aciz	Acinetobacter sp. Tol 5	0
ack	Acidovorax sp. KKS102	3
acld	Algirhabdus cladophorae	1
aclf	Acinetobacter sp. LF10	1
aclo	Arcobacter cloacae	3
acm	Granulicella tundricola	5
acms	Acidithiobacillus sp. M4-SHS-6	0
acny	Acinetobacter sp. NyZ410	0
aco	Aminobacterium colombiense	11
acoa	Alterisphingorhabdus coralli	1
acob	Candidatus Andeanibacterium colombiense	0
acog	Candidatus Accumulibacter cognatus	0
acoi	Acinetobacter colistiniresistens	11
acom	Parazoarcus communis	0
acop	Aeribacillus composti	1
acor	Amycolatopsis coloradensis	7
acot	Acinetobacter corruptisaponis	1
acou	Alistipes communis	8
acpd	Achromobacter sp. PD1	0
acpz	Acinetobacter sp. P1332	0
acq	Actinomyces sp. oral taxon 414	0
acra	Acidovorax sp. RAC01	0
acre	Aliarcobacter cryaerophilus	7
acro	Aliiroseovarius crassostreae	8
acrs	Alysiella crassa	3
acru	Aerophototrophica crusticola	1
acry	Crystallibacter crystallopoietes	0
acta	Actinoalloteichus sp. AHMU CJ021	0
actb	Actimicrobium sp. CCC2.4	0
actc	Actinomyces sp. Chiba101	0
acte	Actinoplanes sp. OR16	0
acth	Actinomyces sp. HMT897	0
acti	Actinoalloteichus sp. GBA129-24	0
actl	Actinoplanes sp. L3-i22	0
actm	Tongtianella jiaweipingae	1
actn	Actinoplanes sp. N902-109	2
acto	Actinomyces sp. oral taxon 897	0
actp	Actinomyces gaoshouyii	1
actq	Actinoallomurus sp. NBC_01490	0
actr	Actinoplanes sp. NBRC 14428	0
acts	Actinoplanes sp. SE50	3
actt	Actinobaculum sp. 313	0
actu	Actinokineospora sp. UTMC 2448	0
actw	Actinomadura sp. WMMB 499	0
acty	Actinomycetospora sp. NBC_00405	0
actz	Actinomyces sp. 432	0
acuc	Agrobacterium cucumeris	1
acum	Acinetobacter cumulans	3
acur	Paenalicyclobacillus curvatus	0
acut	Acuticoccus sp. I52.16.1	0
acv	Acinetobacter sp. TGL-Y2	0
acw	Acinetobacter sp. DUT-2	0
acwc	Acinetobacter sp. WCHAc010052	0
acyc	Paenalicyclobacillus cycloheptanicus	0
acyn	Amycolatopsis cynarae	1
acz	Acidithiobacillus caldus	144
aczq	Acinetobacter sp. 2019-01-05	0
ada	Alistipes dispar	3
adae	Aquihabitans daechungensis	1
adau	Alicyclobacillus dauci	1
adb	Aeromicrobium duanguangcaii	1
add	Adhaeribacter radiodurans	1
ade	Anaeromyxobacter dehalogenans	39
adg	Ammonifex degensii	4
adi	Alloalcanivorax dieselolei	0
adin	Alloacidobacterium dinghuense	2
adj	Azospirillum doebereinerae	10
adn	Alicycliphilus denitrificans	31
ado	Tsuneonella dongtanensis	1
adp	Actinobacillus delphinicola	3
adq	Annamia dubia	1
ads	Acinetobacter dispersus	2
adv	Acinetobacter defluvii	2
ady	Achromobacter deleyi	4
adz	Arcobacter defluvii	7
aea	Aeromonas sp. ASNIH3	0
aeb	Aeromicrobium sp. A1-2	0
aed	Arsenophonus endosymbiont	4
aee	Anabaenopsis elenkinii	10
aef	Aeromicrobium yanjiei	2
aeg	Agromyces endophyticus	1
aei	Acinetobacter equi	4
aej	Aeromonas sp. 2692-1	0
aek	Aeoliella fuhlenseeensis	1
aell	Arcobacter ellisii	5
aem	Aeromonas sp. CU5	0
aen	Arsenophonus endosymbiont	4
aequ	Aequorivita marisscotiae	2
aer	Aeromicrobium erythreum	15
aero	Aeromonas sp. CA23	0
aerz	Aeromonas sp. 1805	0
aes	Aeromonas sp. ASNIH5	0
aest	Aestuariibaculum sp. YM273	0
aet	Arsenophonus apicola	3
aev	Aequorivita ciconiae	1
aey	Actinopolyspora erythraea	7
aez	Aeromicrobium chenweiae	2
afal	Acinetobacter faecalis	4
afas	Alicyclobacillus fastidiosus	7
afc	Aliarcobacter faecis	4
afer	Acidithiobacillus ferruginosus	0
aff	Alysiella filiformis	8
afh	Acidithiobacillus ferrianus	2
afj	Acidithiobacillus ferridurans	8
afk	Agrilactobacillus fermenti	1
afla	Antarcticibacterium flavum	2
aflv	Pseudoblastomonas flavescens	1
afp	Acidithiobacillus ferriphilus	7
afq	Alcaligenes faecalis	1018
afr	Acidithiobacillus ferrooxidans	837
afri	Allofrancisella frigidaquae	2
aft	Anoxybacter fermentans	3
afus	Aequoribacter fuscus	2
afuv	Ammonicoccus fulvus	2
afw	Anaeromyxobacter sp. Fw109-5	1
afx	Paenalicyclobacillus mengziensis	0
afy	Acidihalobacter ferrooxydans	4
agaq	Agarivorans sp. QJM3NY_29	0
agar	Agarivorans sp. OAG1	0
agat	Agathobaculum sp. NTUH-O15-33	0
agaz	Agarivorans sp. Z349TD_7	0
agc	Agrobacterium sp. RAC06	0
agd	Anseongella ginsenosidimutans	1
ageg	Arthrobacter gengyunqii	1
agf	Agromyces protaetiae	2
agg	Agrococcus sp. SGAir0287	0
agi	Arachidicoccus ginsenosidivorans	3
agj	Aggregatibacter sp. oral taxon 513	0
agk	Actinobacillus genomosp.	0
agl	Neoakkermansia glycaniphila	0
agla	Actinacidiphila glaucinigra	0
agm	Agromyces badenianii	1
agou	Affinirhizobium gouqiense	1
agp	Actinobacillus genomosp.	0
agq	Agarivorans sp. B2Z047	1
agra	Actinomadura graeca	1
agrc	Agrobacterium sp. CGMCC 11546	0
agri	Agrococcus sp. SCSIO52902	0
agro	Agrococcus sp. Marseille-Q4369	0
agrs	Agrococcus sp. SL85	0
agrz	Agrobacterium sp. 13-2099-1-2	0
agt	Agrobacterium sp. 33MFTa1.1	0
agv	Aquisphaera giovannonii	5
agx	Agreia sp. COWG	0
agy	Agromyces aureus	3
agyl	Acinetobacter gyllenbergii	11
agz	Agarivorans sediminis	1
aha	Aeromonas hydrophila	5702
ahad	Anoxybacterium hadale	1
ahai	Actinospongiicola halichondriae	0
ahal	Alkalicoccus halolimnae	4
ahao	Algoriphagus halophytocola	1
ahap	Algoriphagus halophilus	8
ahat	Adlercreutzia hattorii	1
ahb	Anaeromicropila herbilytica	1
ahc	Aristaeella hokkaidonensis	2
ahd	Aeromonas hydrophila	5702
ahei	Allofrancisella heilbronnii	1
ahel	Aureliella helgolandensis	2
ahg	Actinoalloteichus hoggarensis	2
ahh	Aeromonas hydrophila	5702
ahi	Aeromonas hydrophila	5702
ahj	Aeromonas hydrophila	5702
ahk	Acholeplasma hippikon	2
ahm	Actinoalloteichus hymeniacidonis	9
ahp	Aeromonas hydrophila	5702
ahq	Allocoprobacillus halotolerans	1
ahr	Aeromonas hydrophila	5702
ahs	Malaciobacter halophilus	0
aht	Antarctobacter heliothermus	6
ahu	Azospirillum humicireducens	5
ahv	Azonexus hydrophilus	3
ahw	Actinomyces howellii	1
ahx	Arcanobacterium hippocoleae	7
ahy	Aeromonas hydrophila	5702
ahyd	Aetokthonos hydrillicola	9
ahz	Pseudalgibacter alginicilyticus	1
aia	Anaerobacillus isosaccharinicus	2
aic	Aequorivita iocasae	1
aie	Arcobacter iocasae	2
aif	Aurantivibrio infirmus	1
aig	Auritidibacter ignavus	9
aih	Actinoplanes ianthinogenes	10
aii	Allofrancisella inopinata	2
ail	Agromyces intestinalis	2
aim	Amygdalobacter indicium	2
aiq	Azospira inquinata	2
aiu	Alistipes ihumii	8
aja	Amycolatopsis japonica	6
ajg	Arthrobacter jiangjiafuii	1
aji	Acidipropionibacterium jensenii	5
ajp	Amphritea japonica	4
ajr	Arthrobacter jinronghuae	1
ajs	Acidovorax sp. JS42	0
ako	Arthrobacter koreensis	8
ala	Acinetobacter larvae	1
alac	Aristaeella lactis	2
alam	Atribacter laminatus	2
alan	Aliarcobacter lanthieri	5
alav	Agromyces larvae	1
alax	Aulosira laxa	1
alb	Altererythrobacter sp. B11	0
alca	Alcanivorax sp. ALC70	0
alcn	Alcaligenes sp. NLF5-7	0
alcs	Alcaligenes sp. SDU_A2	0
ald	Alistipes sp. dk3624	0
ale	Alteromonas sp. Mac1	0
aleg	Agrobacterium leguminum	3
alen	Aquirufa lenticrescens	1
alf	Agrobacterium larrymoorei	11
alg	Aquicella lusitana	2
algo	Algoriphagus sp. NBT04N3	0
alh	Altererythrobacter sp. BO-6	0
alic	Alicyclobacillus sp. SO9	0
alih	Aliinostoc sp. HNIBRCY26	0
alii	Aliiglaciecola sp. LCG003	0
alil	Actinomyces lilanjuaniae	1
aliq	Streptomyces cyclosori	1
alj	Acinetobacter lanii	1
alk	Poseidonibacter lekithochrous	1
alka	Alkalibacter rhizosphaerae	2
alkf	Alkalibacterium sp. f15	0
alkg	Alkalihalobacillus sp. AL-G	0
alkl	Alkalihalobacillus sp. LMS39	0
alkm	Alkalimarinus alittae	1
alkq	Xiashengella succiniciproducens	1
allo	Allobaculum sp. Allo2	0
alm	Algoriphagus sanaruensis	1
aln	Alcanivorax sp. NBRC 101098	0
alo	Alloactinosynnema sp. L-07	0
aloy	Aerococcus loyolae	2
alp	Poseidonibacter parvus	2
alq	Pseudoprevotella muciniphila	2
alr	Alteromonas sp. RKMC-009	0
als	Arcticibacterium luteifluviistationis	4
alt	Alteromonas naphthalenivorans	4
alta	Alteromonas sp. BL110	0
altb	Alteromonas sp. B31-7	0
altc	Altererythrobacter arenosus	1
altd	Alteromonas sp. D210916BOD_24	0
alte	Alteromonas sp. 76-1	0
altf	Alteromonas sp. CI.11.F.A3	0
alti	Constantimarinum furrinae	1
altm	Alteromonas sp. Mex14	0
altn	Altererythrobacter sp. N1	0
alto	Alteromonas sp. I4	0
altr	Alteromonas sp. RW2A1	0
alts	Alteromonas sp. 4B03	0
altz	Alteromonas sp. OM2203	0
alus	Anaerohalosphaera lusitana	4
alut	Algibacter luteus	0
alx	Allobranchiibius sp. GilTou73	0
alz	Alteromonas sp. Mac2	0
amab	Alteromonas marina	11
amad	Alteromonas mediterranea	17
amae	Alteromonas mediterranea	17
amag	Alteromonas mediterranea	17
amai	Alteromonas mediterranea	17
amaj	Acetobacterium malicum	4
amak	Akkermansia massiliensis	10
amal	Alteromonas mediterranea	17
amam	Actinomyces marmotae	1
amao	Alteromonas mediterranea	17
amaq	Algicella marina	1
amar	Malaciobacter marinus	3
amas	Actinomyces massiliensis	9
amat	Aliinostoc maniaoense	0
amau	Agromyces marinus	2
amav	Agromyces mangrovi	2
amax	Ahrensia marina	1
amb	Alteromonas macleodii	148
amc	Alteromonas mediterranea	17
amei	Peptoniphilus sp. GNH	0
amf	Anaplasma marginale	1542
amg	Alteromonas macleodii	148
amh	Alteromonas mediterranea	17
amic	Aminipila terrae	1
amih	Aminobacter sp. MSH1	2
amij	Aminipila luticellarii	1
amin	Aurantimicrobium minutum	4
amio	Aminobacter sp. NyZ550	0
amis	Aminobacter sp. Y103A	0
amit	Aerococcus mictus	3
amiw	Aminobacter sp. MDW-2	1
amiz	Aminobacterium sp. MB27-C1	0
amk	Alteromonas macleodii	148
amm	Amycolatopsis mediterranei	141
amn	Amycolatopsis mediterranei	141
amo	Acetomicrobium mobile	4
amob	Adhaeretor mobilis	1
amog	Amycolatopsis mongoliensis	1
amol	Malaciobacter molluscorum	1
amon	Paenacidovorax monticola	0
amp	Anaplasma marginale	1542
amt	Alkaliphilus metalliredigens	7
amuc	Aeoliella mucimassa	2
amue	Aquimarina muelleri	12
amuo	Allobaculum mucilyticum	2
amur	Acutalibacter muris	5
amw	Anaplasma marginale	1542
amx	Pelagerythrobacter marensis	3
amy	Schaalia meyeri	2
amyb	Amycolatopsis sp. BJA-103	0
amyc	Amycolatopsis sp. AA4	0
amyd	Amycolatopsis sp. DSM 110486	0
amye	Amycolatopsis sp. EV170708-02-1	0
amyl	Amylibacter sp. IMCC11727	0
amyo	Amycolatopsis cyclosori	1
amyq	Aeromonas mytilicola	1
amys	Amycolatopsis sp. TNS106	0
amyt	Malaciobacter mytili	0
amyy	Amycolatopsis sp. YIM 10	0
amyz	Amycolatopsis sp. CA-230715	0
amz	Amycolatopsis mediterranei	141
ana	Nostoc sp. PCC 7120	11
anb	Anabaena sp. 90	0
anc	Ancylobacter sp. TS-1	0
and	Anoxybacillus sp. PDR2	0
aneu	Aneurinibacillus sp. Ricciae_BoGa-3	0
anf	Aquipluma nitroreducens	2
angu	Angustibacter sp. McL0619	0
anh	Paraurantiacibacter namhicola	0
aniv	Candidatus Arsenophonus nilaparvatae	1
anj	Aminobacter niigataensis	11
ank	Anaeromyxobacter sp. K	0
anl	Anoxybacillus sp. B7M1	0
anm	Anoxybacillus sp. B2M1	0
ann	Anabaena sp. YBS01	0
anot	Acetoanaerobium noterae	3
anox	Anoxybacillus dikiliensis	1
anp	Antarcticibacterium arcticum	1
anq	Amygdalobacter nucleatus	1
anr	Anaerocolumna sedimenticola	2
anv	Anaerotignum sp. MB30-C6	0
anw	Amycolatopsis nalaikhensis	2
anx	Aneurinibacillus sp. XH2	0
anz	Anaerococcus sp. AH8042_DFU013_CI05	0
aob	Anaerococcus obesiensis	3
aod	Arthrobacter oryzae	7
aog	Antiquaquibacter oligotrophicus	1
aoi	Amycolatopsis keratiniphila	10
aoj	Aeromonas oralensis	2
aol	Bradyrhizobium oligotrophicum	7
aon	Aquabacterium olei	1
aory	Anaeromyxobacter oryzae	1
aou	Actinoplanes oblitus	1
aoy	Acetobacter oryzoeni	5
apac	Isoalcanivorax pacificus	2
apah	Aquidulcibacter paucihalophilus	5
apai	Malaciobacter pacificus	1
apal	Alteracholeplasma palmae	0
apar	Alcaligenes parafaecalis	1
apau	Anaeromyxobacter paludicola	1
apb	Candidatus Puniceispirillum marinum	8
apel	Alteromonas pelagimontana	2
aper	Acetobacter persici	9
apes	Achromobacter pestifer	4
apet	Aromatoleum petrolei	2
apg	Acetobacter pasteurianus	313
aph	Anaplasma phagocytophilum	2514
apha	Anaplasma phagocytophilum	2514
aphe	Alkalihalobacillus phoenicis	0
aphf	Abyssogena phaseoliformis	1
aphn	Agrococcus phoenicis	1
apho	Arcanobacterium phocisimile	7
apib	Apibacter sp. B2966	0
apic	Apibacter sp. B3706	0
apii	Arcanobacterium pinnipediorum	5
apin	Candidatus Annandia pinicola	1
apis	Acinetobacter piscicola	2
apj	Actinobacillus pleuropneumoniae	1630
apk	Acetobacter pasteurianus	313
apl	Actinobacillus pleuropneumoniae	1630
aplv	Aurantivibrio plasticivorans	1
aply	Asaia platycodi	2
apm	Alpha proteobacterium	534
apn	Pseudarthrobacter phenanthrenivorans	12
apoa	Arthrobacter polaris	1
apoc	Arcobacter porcinus	3
apol	Ancylobacter polymorphus	3
apop	Algimonas porphyrae	4
apor	Actinobacillus porcitonsillarum	11
apot	Acinetobacter portensis	4
apq	Acetobacter pasteurianus	313
apra	Ancylobacter pratisalsi	4
aprd	Candidatus Absconditicoccus praedator	1
aprp	Aminirod propionatiphilus	0
aprs	Acidihalobacter prosperus	10
aprt	Amycolatopsis sp. FBCC-B4732	0
aps	Candidatus Azobacteroides pseudotrichonymphae	2
apse	Acinetobacter pseudolwoffii	8
apt	Acetobacter pasteurianus	313
apu	Acetobacter pasteurianus	313
apv	Lancefieldella parvula	7
apw	Acetobacter pasteurianus	313
apx	Acetobacter pasteurianus	313
apy	Anaplasma phagocytophilum	2514
apz	Acetobacter pasteurianus	313
aqa	Aquimarina sp. AD1	0
aqb	Aquimarina sp. BL5	0
aqd	Aquimarina sp. AD10	0
aqe	Aquimarina sp. ERC-38	0
aqg	Aquiluna borgnonia	1
aqi	Aquabacter sp. L1I39	0
aqj	Aquabacterium sp. J223	0
aqk	Aquiluna sp. KACHI24	0
aql	Aquaspirillum sp. LM1	0
aqn	Aegicerorhabdus qinzhovensis	1
aqr	Aquimarina sp. TRL1	0
aqs	Aquitalea sp. USM4	0
aqt	Radiobacillus deserti	2
aqw	Aquiluna sp. Uisw_065	0
aqz	Aquihabitans sp. G128	0
arac	Rhizosphaericola mali	1
arad	Acidovorax radicis	10
aram	Aminithiophilus ramosus	1
arb	Arachidicoccus ginsenosidimutans	0
arc	Arcobacter sp. L	0
arca	Arcanobacterium buesumense	1
arco	Arcobacter sp. 15-2	0
are	Arthrobacter sp. ERGS1:01	0
arep	Actinomyces respiraculi	1
ares	Azospira restricta	4
arev	Actinacidiphila reveromycinica	2
arf	Anaerostipes rhamnosivorans	8
arh	Arthrobacter sp. Hiyo8	0
arhd	Amycolatopsis rhabdoformis	3
arhi	Amycolatopsis rhizosphaerihabitans	1
arho	Aquimarina rhodophyticola	1
ari	Psychromicrobium lacuslunae	3
ariv	Aeromonas rivuli	2
ark	Arachidicoccus soli	1
arl	Arthrobacter sp. calajunan LS16	0
arm	Arthrobacter sp. PAMC 25486	0
arn	Arthrobacter sp. YN	0
aro	Martinezella rhizogenes	0
aroo	Amycolatopsis roodepoortensis	2
aros	Arcobacter roscoffensis	2
arq	Arthrobacter sp. QXT-31	0
arr	Arthrobacter sp. Rue61a	0
ars	Arsenicicoccus sp. oral taxon 190	0
arse	Arsenophonus sp. aPb	0
art	Arthrobacter sp. FB24	0
arta	Arthrobacter sp. ATA002	0
artc	Arthrobacter sp. PAMC25284	0
arte	Arthrobacter sp. EM1	0
arth	Arthrobacter sp. PGP41	0
artl	Arthrobacter sp. Helios	0
artm	Arthrobacter sp. MN05-02	0
artn	Arthrobacter sp. NyZ413	0
artp	Arthrobacter sp. PAMC25564	0
artq	Arthrobacter sp. 7749	0
artt	Arthrobacter sp. TES	0
artu	Arthrobacter sp. UKPF54-2	0
arty	Arthrobacter sp. Hiyo4	0
artz	Arthrobacter sp. 24S4-2	0
aru	Arthrobacter sp. U41	1
arub	Arachnia rubra	4
arue	Altererythrobacter rubellus	2
arv	Aeromonas rivipollensis	10
arw	Arthrobacter alpinus	5
arx	Arthrobacter sp. ZXY-2	2
ary	Arthrobacter sp. YC-RL1	2
arz	Arthrobacter sp. ATCC 21022	0
asa	Aeromonas salmonicida	1288
asaa	Aeromonas sanarellii	5
asac	Athalassotoga saccharophila	2
asag	Aggregatimonas sangjinii	2
asah	Acidovorax sacchari	1
asal	Agrobacterium salinitolerans	3
asb	Candidatus Arthromitus sp.	7
asca	Aliisedimentitalea scapharcae	3
asd	Hoyosella subflava	2
ase	Actinoplanes sp. SE50/110	3
ased	Brevibacillus sedimenti	0
asel	Achromobacter seleniivolatilans	1
asem	Alkalimarinus sediminis	4
aser	Actinocatenispora sera	3
asez	Aeromicrobium senzhongii	1
asf	Candidatus Arthromitus sp.	7
asha	Acinetobacter shaoyimingii	1
asib	Acidithiobacillus sibiricus	1
asic	Actinoplanes sichuanensis	3
asim	Aeromonas simiae	6
asip	Aquicella siphonis	4
asit	Terrirhizobium terrae	1
ask	Aliarcobacter skirrowii	1
asl	Aequorivita sublithincola	1
asla	Actinomyces slackii	2
asm	Candidatus Arthromitus sp.	7
aso	Candidatus Arthromitus sp.	7
asoc	Aneurinibacillus soli	3
asoi	Agromyces soli	5
asp	Alteromonas stellipolaris	12
asq	Alteromonas stellipolaris	12
ass	Actinobacillus suis	121
astd	Asticcacaulis sp. DW145	0
asti	Asticcacaulis sp. ZE23SCel15	0
